ISSN,Title,Published List Price,Final Net Price,Difference,ALP
0006-291X,Biochemical and Biophysical Research Communications,14921.00,8868.14,-6052.86,-40.6
0006-2952,Biochemical Pharmacology,12774.00,7592.09,-5181.91,-40.6
0006-3223,Biological Psychiatry,4732.00,2673.33,-2058.67,-43.5
1083-8791,Biology of Blood and Marrow Transplantation,1179.00,594.34,-584.66,-49.6
0142-9612,Biomaterials,12497.00,7427.46,-5069.54,-40.6
0968-0896,Bioorganic & Medicinal Chemistry,6174.00,3669.46,-2504.54,-40.6
0960-894X,Bioorganic & Medicinal Chemistry Letters,7915.00,4704.19,-3210.81,-40.6
0006-3495,Biophysical Journal,2332.00,3681.03,1349.03,57.8
0268-960X,Blood Reviews,1342.00,797.61,-544.39,-40.6
8756-3282,Bone,6569.00,3904.21,-2664.79,-40.6
0387-7604,Brain & Development,1379.00,819.59,-559.41,-40.6
0006-8993,Brain Research,11522.00,6847.98,-4674.02,-40.6
0889-1591,"Brain, Behavior, and Immunity",2231.00,1325.98,-905.02,-40.6
0305-4179,Burns,2044.00,1214.83,-829.17,-40.6
1535-6108,Cancer Cell,2034.00,1525.51,-508.49,-25.0
0304-3835,Cancer Letters,11791.00,7007.86,-4783.14,-40.6
0305-7372,Cancer Treatment Reviews,1511.00,898.06,-612.94,-40.6
0092-8674,Cell,2713.00,13133.75,10420.75,384.1
2451-9456,Cell Chemical Biology,2926.00,3678.56,752.56,25.7
1931-3128,Cell Host & Microbe,2087.00,2118.97,31.97,1.5
1550-4131,Cell Metabolism,2038.00,1525.50,-512.50,-25.1
1934-5909,Cell Stem Cell,2039.00,2118.97,79.97,3.9
0045-6535,Chemosphere,12295.00,7307.41,-4987.59,-40.6
0145-2134,Child Abuse & Neglect,3945.00,2344.67,-1600.33,-40.6
1542-3565,Clinical Gastroenterology and Hepatology,900.00,467.16,-432.84,-48.1
1521-6616,Clinical Immunology,3121.00,1854.93,-1266.07,-40.6
1198-743X,Clinical Microbiology and Infection,2011.00,1642.00,-369.00,-18.3
0303-8467,Clinical Neurology and Neurosurgery,1985.00,1323.33,-661.67,-33.3
0261-5614,Clinical Nutrition,2181.00,1454.00,-727.00,-33.3
0936-6555,Clinical Oncology,1472.00,981.33,-490.67,-33.3
0149-2918,Clinical Therapeutics,1586.00,942.62,-643.38,-40.6
1744-3881,Complementary Therapies in Clinical Practice,935.00,555.71,-379.29,-40.6
1551-7144,Contemporary Clinical Trials,1941.00,1153.61,-787.39,-40.6
0010-7824,Contraception,2554.00,1442.47,-1111.53,-43.5
1040-8428,Critical Reviews in Oncology/Hematology,4460.00,2650.76,-1809.24,-40.6
0960-9822,Current Biology,2494.00,1525.50,-968.50,-38.8
0952-7915,Current Opinion in Immunology,3953.00,2349.42,-1603.58,-40.6
0959-4388,Current Opinion in Neurobiology,3891.00,2312.57,-1578.43,-40.6
1471-4892,Current Opinion in Pharmacology,3724.00,2213.31,-1510.69,-40.6
1879-6257,Current Opinion in Virology,2543.00,1695.33,-847.67,-33.3
1877-1297,Currents in Pharmacy Teaching and Learning,1064.00,568.67,-495.33,-46.6
1534-5807,Developmental Cell,2285.00,1525.50,-759.50,-33.2
0168-8227,Diabetes Research and Clinical Practice,5658.00,3362.77,-2295.23,-40.6
0732-8893,Diagnostic Microbiology and Infectious Disease,4094.00,2184.20,-1909.80,-46.6
0376-8716,Drug and Alcohol Dependence,6810.00,4047.46,-2762.54,-40.6
1359-6446,Drug Discovery Today,6756.00,4015.36,-2740.64,-40.6
1471-0153,Eating Behaviors,1205.00,803.33,-401.67,-33.3
0269-7491,Environmental Pollution,10355.00,6154.39,-4200.61,-40.6
0013-9351,Environmental Research,5079.00,3018.66,-2060.34,-40.6
1525-5050,Epilepsy & Behavior,2373.00,1582.00,-791.00,-33.3
0920-1211,Epilepsy Research,5713.00,3395.46,-2317.54,-40.6
0959-8049,European Journal of Cancer,6756.00,4504.00,-2252.00,-33.3
0223-5234,European Journal of Medicinal Chemistry,3055.00,1815.71,-1239.29,-40.6
0301-2115,European Journal of Obstetrics & Gynecology and Reproductive Biology,6830.00,4059.33,-2770.67,-40.6
0014-2999,European Journal of Pharmacology,15679.00,9318.66,-6360.34,-40.6
0748-7983,European Journal of Surgical Oncology,1517.00,901.62,-615.38,-40.6
0302-2838,European Urology,4944.00,2938.42,-2005.58,-40.6
0015-0282,Fertility and Sterility,1905.00,808.31,-1096.69,-57.6
0891-5849,Free Radical Biology & Medicine,6738.00,4004.67,-2733.33,-40.6
0966-6362,Gait & Posture,2509.00,1491.19,-1017.81,-40.6
0016-5085,Gastroenterology,2239.00,1054.36,-1184.64,-52.9
0016-5107,Gastrointestinal Endoscopy,930.00,437.44,-492.56,-53.0
0378-1119,Gene,11688.00,6946.64,-4741.36,-40.6
0163-8343,General Hospital Psychiatry,2392.00,1250.49,-1141.51,-47.7
0197-4572,Geriatric Nursing,649.00,284.69,-364.31,-56.1
0090-8258,Gynecologic Oncology,5783.00,3437.06,-2345.94,-40.6
1353-8292,Health & Place,1542.00,916.47,-625.53,-40.6
0168-8510,Health Policy,3923.00,2331.59,-1591.41,-40.6
0378-5955,Hearing Research,8182.00,4862.89,-3319.11,-40.6
0147-9563,Heart & Lung,910.00,460.02,-449.98,-49.4
1547-5271,Heart Rhythm,912.00,514.11,-397.89,-43.6
0018-506X,Hormones and Behavior,3008.00,1787.77,-1220.23,-40.6
1074-7613,Immunity,2038.00,2963.73,925.73,45.4
0020-1383,Injury,3073.00,1826.40,-1246.60,-40.6
0167-5273,International Journal of Cardiology,8288.00,4925.89,-3362.11,-40.6
1438-4639,International Journal of Hygiene and Environmental Health,1562.00,928.36,-633.64,-40.6
1386-5056,International Journal of Medical Informatics,5447.00,3237.37,-2209.63,-40.6
0020-7489,International Journal of Nursing Studies,3531.00,2098.61,-1432.39,-40.6
0959-289X,International Journal of Obstetric Anesthesia,1096.00,651.40,-444.60,-40.6
0901-5027,International Journal of Oral and Maxillofacial Surgery,1579.00,938.46,-640.54,-40.6
0165-5876,International Journal of Pediatric Otorhinolaryngology,6548.00,3891.73,-2656.27,-40.6
0378-5173,International Journal of Pharmaceutics,14142.00,8405.16,-5736.84,-40.6
0360-3016,"International Journal of Radiation Oncology, Biology, Physics",5375.00,2956.24,-2418.76,-45.0
2213-1779,Jacc: Heart Failure,1143.00,1004.00,-139.00,-12.2
1054-139X,Journal of Adolescent Health,1638.00,973.53,-664.47,-40.6
0165-0327,Journal of Affective Disorders,8592.00,5106.57,-3485.43,-40.6
0091-6749,Journal of Allergy and Clinical Immunology,1432.00,792.86,-639.14,-44.6
0883-5403,Journal of Arthroplasty,2232.00,1178.67,-1053.33,-47.2
0005-7916,Journal of Behavior Therapy and Experimental Psychiatry,1897.00,1127.47,-769.53,-40.6
0021-9290,Journal of Biomechanics,8979.00,5336.57,-3642.43,-40.6
1071-9164,Journal of Cardiac Failure,1203.00,602.66,-600.34,-49.9
1053-0770,Journal of Cardiothoracic and Vascular Anesthesia,1890.00,908.76,-981.24,-51.9
0952-8180,Journal of Clinical Anesthesia,1980.00,1034.74,-945.26,-47.7
0895-4356,Journal of Clinical Epidemiology,4522.00,2537.23,-1984.77,-43.9
1386-6532,Journal of Clinical Virology,3941.00,2627.33,-1313.67,-33.3
0168-3659,Journal of Controlled Release,8103.00,4815.93,-3287.07,-40.6
1010-5182,Journal of Cranio-Maxillofacial Surgery,1247.00,741.14,-505.86,-40.6
0883-9441,Journal of Critical Care,1388.00,747.33,-640.67,-46.2
1569-1993,Journal of Cystic Fibrosis,856.00,570.67,-285.33,-33.3
0099-1767,Journal of Emergency Nursing,642.00,355.42,-286.58,-44.6
0099-2399,Journal of Endodontics,909.00,433.27,-475.73,-52.3
0167-6296,Journal of Health Economics,3087.00,1834.73,-1252.27,-40.6
0168-8278,Journal of Hepatology,2084.00,1238.61,-845.39,-40.6
0195-6701,Journal of Hospital Infection,2059.00,1223.74,-835.26,-40.6
0022-1694,Journal of Hydrology,13320.00,7916.60,-5403.40,-40.6
0022-1759,Journal of Immunological Methods,6298.00,3743.16,-2554.84,-40.6
0163-4453,Journal of Infection,1848.00,1098.34,-749.66,-40.6
1553-4650,Journal of Minimally Invasive Gynecology,672.00,399.39,-272.61,-40.6
0165-0270,Journal of Neuroscience Methods,6099.00,3624.87,-2474.13,-40.6
1499-4046,Journal of Nutrition Education and Behavior,718.00,382.16,-335.84,-46.8
2211-3649,Journal of Obsessive-Compulsive and Related Disorders,742.00,494.67,-247.33,-33.3
0278-2391,Journal of Oral and Maxillofacial Surgery,1060.00,450.51,-609.49,-57.5
0885-3924,Journal of Pain and Symptom Management,2419.00,1292.69,-1126.31,-46.6
1083-3188,Journal of Pediatric and Adolescent Gynecology,1523.00,860.61,-662.39,-43.5
0891-5245,Journal of Pediatric Health Care,677.00,350.07,-326.93,-48.3
0882-5963,Journal of Pediatric Nursing,936.00,401.77,-534.23,-57.1
0022-3468,Journal of Pediatric Surgery,2907.00,1484.07,-1422.93,-48.9
1477-5131,Journal of Pediatric Urology,967.00,644.67,-322.33,-33.3
1089-9472,Journal of PeriAnesthesia Nursing,479.00,205.06,-273.94,-57.2
0731-7085,Journal of Pharmaceutical and Biomedical Analysis,7753.00,4607.91,-3145.09,-40.6
1748-6815,"Journal of Plastic, Reconstructive & Aesthetic Surgery",1330.00,790.47,-539.53,-40.6
0022-3913,Journal of Prosthetic Dentistry,1376.00,698.36,-677.64,-49.2
0022-3956,Journal of Psychiatric Research,5014.00,2980.01,-2033.99,-40.6
0022-3999,Journal of Psychosomatic Research,5790.00,3027.57,-2762.43,-47.7
1058-2746,Journal of Shoulder and Elbow Surgery,865.00,480.67,-384.33,-44.4
1052-3057,Journal of Stroke & Cerebrovascular Diseases,1620.00,788.11,-831.89,-51.4
0740-5472,Journal of Substance Abuse Treatment,2614.00,1380.66,-1233.34,-47.2
0022-4804,Journal of Surgical Research,5001.00,2615.11,-2385.89,-47.7
2212-2672,Journal of the Academy of Nutrition and Dietetics,865.00,498.66,-366.34,-42.4
0890-8567,Journal of the American Academy of Child & Adolescent Psychiatry,1470.00,799.33,-670.67,-45.6
0190-9622,Journal of the American Academy of Dermatology,1632.00,840.99,-791.01,-48.5
0735-1097,Journal of the American College of Cardiology,2945.00,2613.33,-331.67,-11.3
1546-1440,Journal of the American College of Radiology,691.00,426.00,-265.00,-38.4
1072-7515,Journal of the American College of Surgeons,1075.00,372.06,-702.94,-65.4
1525-8610,Journal of the American Medical Directors Association,954.00,470.12,-483.88,-50.7
1544-3191,Journal of the American Pharmacists Association,723.00,251.89,-471.11,-65.2
0022-510X,Journal of the Neurological Sciences,8860.00,5265.86,-3594.14,-40.6
0022-5223,Journal of Thoracic and Cardiovascular Surgery,1832.00,955.69,-876.31,-47.8
1051-0443,Journal of Vascular and Interventional Radiology,1027.00,590.78,-436.22,-42.5
0741-5214,Journal of Vascular Surgery,1726.00,895.67,-830.33,-48.1
0166-0934,Journal of Virological Methods,7242.00,4304.20,-2937.80,-40.6
0024-3205,Life Sciences,11587.00,6886.61,-4700.39,-40.6
0169-5002,Lung Cancer,5605.00,3736.67,-1868.33,-33.3
0730-725X,Magnetic Resonance Imaging,4496.00,2379.14,-2116.86,-47.1
0945-053X,Matrix Biology,564.00,335.21,-228.79,-40.6
0025-6196,Mayo Clinic Proceedings,1142.00,913.75,-228.25,-20.0
0026-0495,Metabolism,2628.00,1166.68,-1461.32,-55.6
0266-6138,Midwifery,1233.00,732.82,-500.18,-40.6
1097-2765,Molecular Cell,2478.00,1525.50,-952.50,-38.4
1096-7192,Molecular Genetics and Metabolism,2795.00,1661.17,-1133.83,-40.6
0161-5890,Molecular Immunology,6326.00,3759.79,-2566.21,-40.6
1525-0016,Molecular Therapy,2801.00,3671.41,870.41,31.1
0197-4580,Neurobiology of Aging,6192.00,3270.06,-2921.94,-47.2
0960-8966,Neuromuscular Disorders,2750.00,1634.44,-1115.56,-40.6
0896-6273,Neuron,2652.00,1525.50,-1126.50,-42.5
0028-3908,Neuropharmacology,8765.00,5209.39,-3555.61,-40.6
0306-4522,Neuroscience,14214.00,8447.96,-5766.04,-40.6
0304-3940,Neuroscience Letters,13565.00,8062.21,-5502.79,-40.6
0260-6917,Nurse Education Today,2104.00,1250.49,-853.51,-40.6
0029-6554,Nursing Outlook,717.00,325.71,-391.29,-54.6
0899-9007,Nutrition,2117.00,1160.16,-956.84,-45.2
1043-1810,Operative Techniques in Otolaryngology - Head and Neck Surgery,1156.00,602.00,-554.00,-47.9
0161-6420,Ophthalmology,1390.00,625.84,-764.16,-55.0
1368-8375,Oral Oncology,3164.00,2109.33,-1054.67,-33.3
2212-4403,"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",1538.00,794.64,-743.36,-48.3
1877-1327,Orthopaedics and Trauma,1363.00,908.67,-454.33,-33.3
1063-4584,Osteoarthritis and Cartilage,1759.00,1045.46,-713.54,-40.6
1526-0542,Paediatric Respiratory Reviews,749.00,445.16,-303.84,-40.6
1353-8020,Parkinsonism & Related Disorders,2026.00,1350.67,-675.33,-33.3
0738-3991,Patient Education and Counseling,5235.00,3111.37,-2123.63,-40.6
0887-8994,Pediatric Neurology,2154.00,1151.83,-1002.17,-46.5
1043-6618,Pharmacological Research,2811.00,1874.00,-937.00,-33.3
0163-7258,Pharmacology & Therapeutics,9629.00,5722.89,-3906.11,-40.6
0091-3057,Pharmacology Biochemistry and Behavior,6727.00,3998.12,-2728.88,-40.6
0031-9384,Physiology & Behavior,10303.00,6123.48,-4179.52,-40.6
0091-7435,Preventive Medicine,2756.00,1638.00,-1118.00,-40.6
0033-0620,Progress in Cardiovascular Diseases,1498.00,657.34,-840.66,-56.1
0278-5846,Progress in Neuro-Psychopharmacology & Biological Psychiatry,4822.00,2865.91,-1956.09,-40.6
0165-1781,Psychiatry Research,7309.00,4872.67,-2436.33,-33.3
0306-4530,Psychoneuroendocrinology,4726.00,2808.86,-1917.14,-40.6
0033-3506,Public Health,1590.00,944.99,-645.01,-40.6
0167-8140,Radiotherapy & Oncology,5422.00,3614.67,-1807.33,-33.3
1750-9467,Research in Autism Spectrum Disorders,829.00,552.67,-276.33,-33.3
1551-7411,Research in Social and Administrative Pharmacy,702.00,315.59,-386.41,-55.0
0954-6111,Respiratory Medicine,2329.00,1384.21,-944.79,-40.6
0920-9964,Schizophrenia Research,10125.00,6017.69,-4107.31,-40.6
0048-9697,Science of the Total Environment,14812.00,8803.36,-6008.64,-40.6
1059-1311,Seizure: European Journal of Epilepsy,1674.00,994.93,-679.07,-40.6
0049-0172,Seminars in Arthritis and Rheumatism,1511.00,736.39,-774.61,-51.3
1084-9521,Seminars in Cell and Developmental Biology,1783.00,1059.71,-723.29,-40.6
0749-2081,Seminars in Oncology Nursing,857.00,379.19,-477.81,-55.8
0146-0005,Seminars in Perinatology,1655.00,749.46,-905.54,-54.7
1389-9457,Sleep Medicine,1474.00,876.06,-597.94,-40.6
0039-6060,Surgery,1875.00,987.19,-887.81,-47.3
1550-7289,Surgery for Obesity and Related Diseases,862.00,486.17,-375.83,-43.6
0039-6257,Survey of Ophthalmology,1162.00,426.73,-735.27,-63.3
0002-9149,The American Journal of Cardiology,2409.00,918.26,-1490.74,-61.9
0002-9297,The American Journal of Human Genetics,1948.00,2611.65,663.65,34.1
0002-9343,The American Journal of Medicine,2214.00,761.36,-1452.64,-65.6
0002-9440,The American Journal of Pathology,1868.00,949.16,-918.84,-49.2
0002-9610,The American Journal of Surgery,2320.00,792.86,-1527.14,-65.8
0003-4975,The Annals of Thoracic Surgery,1754.00,902.21,-851.79,-48.6
0736-4679,The Journal of Emergency Medicine,2886.00,1627.31,-1258.69,-43.6
1067-2516,The Journal of Foot & Ankle Surgery,760.00,357.79,-402.21,-52.9
0363-5023,The Journal of Hand Surgery,1342.00,611.57,-730.43,-54.4
1053-2498,The Journal of Heart and Lung Transplantation,1069.00,472.51,-596.49,-55.8
0022-3476,The Journal of Pediatrics,2521.00,1480.00,-1041.00,-41.3
0002-8177,The Journal of the American Dental Association,358.00,828.00,470.00,131.3
0140-6736,The Lancet,2614.00,1553.60,-1060.40,-40.6
2213-8587,The Lancet Diabetes & Endocrinology,2189.00,3565.33,1376.33,62.9
2468-1253,The Lancet Gastroenterology & Hepatology,1946.00,2919.03,973.03,50.0
1473-3099,The Lancet Infectious Diseases,2364.00,1405.02,-958.98,-40.6
1470-2045,The Lancet Oncology,2748.00,1633.24,-1114.76,-40.6
2215-0366,The Lancet Psychiatry,2169.00,3438.00,1269.00,58.5
2213-2600,The Lancet Respiratory Medicine,2127.00,3919.33,1792.33,84.3
1529-9430,The Spine Journal,1215.00,700.67,-514.33,-42.3
0049-3848,Thrombosis Research,5503.00,3270.66,-2232.34,-40.6
0041-008X,Toxicology and Applied Pharmacology,7168.00,4260.22,-2907.78,-40.6
0041-1345,Transplantation Proceedings,2724.00,1235.64,-1488.36,-54.6
1043-2760,Trends in Endocrinology & Metabolism,3931.00,2336.34,-1594.66,-40.6
0168-9525,Trends in Genetics,4058.00,2411.84,-1646.16,-40.6
1471-4906,Trends in Immunology,4080.00,2424.91,-1655.09,-40.6
0966-842X,Trends in Microbiology,3919.00,2329.22,-1589.78,-40.6
1471-4914,Trends in Molecular Medicine,3995.00,2374.39,-1620.61,-40.6
0166-2236,Trends in Neurosciences,4227.00,2512.27,-1714.73,-40.6
0165-6147,Trends in Pharmacological Sciences,3999.00,2376.76,-1622.24,-40.6
0301-5629,Ultrasound in Medicine & Biology,2716.00,1535.78,-1180.22,-43.5
1078-1439,Urologic Oncology: Seminars and Original Investigations,1119.00,518.86,-600.14,-53.6
0090-4295,Urology,2269.00,964.61,-1304.39,-57.5
0264-410X,Vaccine,8712.00,5177.89,-3534.11,-40.6
1098-3015,Value in Health,1220.00,813.33,-406.67,-33.3
0042-6822,Virology,9090.00,5402.56,-3687.44,-40.6
0168-1702,Virus Research,7930.00,5286.67,-2643.33,-33.3
0043-1354,Water Research,11369.00,6757.06,-4611.94,-40.6
1049-3867,Women's Health Issues,625.00,371.47,-253.53,-40.6
1878-8750,World Neurosurgery,3176.00,1683.76,-1492.24,-47.0
0306-4603,Addictive Behaviors,3758.00,2233.53,-1524.47,-40.6
0167-8809,"Agriculture, Ecosystems & Environment",5991.00,3994.00,-1997.00,-33.3
0003-2670,Analytica Chimica Acta,16105.00,10736.67,-5368.33,-33.3
0003-2697,Analytical Biochemistry,8943.00,5315.19,-3627.81,-40.6
0003-3472,Animal Behaviour,1995.00,1185.71,-809.29,-40.6
0005-7894,Behavior Therapy,660.00,392.27,-267.73,-40.6
0005-7967,Behaviour Research and Therapy,3916.00,2327.43,-1588.57,-40.6
0005-2736,Biochimica et Biophysica Acta: Biomembranes,8093.00,5395.33,-2697.67,-33.3
0167-4889,Biochimica et Biophysica Acta: Molecular Cell Research,6044.00,4029.33,-2014.67,-33.3
0006-3207,Biological Conservation,6952.00,4131.86,-2820.14,-40.6
1049-9644,Biological Control,1795.00,1196.67,-598.33,-33.3
0301-0511,Biological Psychology,3677.00,2185.39,-1491.61,-40.6
0956-5663,Biosensors and Bioelectronics,5647.00,3356.24,-2290.76,-40.6
1740-1445,Body Image,972.00,577.69,-394.31,-40.6
0009-2541,Chemical Geology,9200.00,5467.92,-3732.08,-40.6
0190-7409,Children and Youth Services Review,3255.00,1934.57,-1320.43,-40.6
0272-7358,Clinical Psychology Review,3430.00,2038.58,-1391.42,-40.6
0010-0277,Cognition,3868.00,2298.91,-1569.09,-40.6
1077-7229,Cognitive and Behavioral Practice,479.00,284.69,-194.31,-40.6
0360-1315,Computers & Education,4298.00,2554.47,-1743.53,-40.6
0747-5632,Computers in Human Behavior,3660.00,2175.29,-1484.71,-40.6
0361-476X,Contemporary Educational Psychology,1597.00,1064.67,-532.33,-33.3
0010-8545,Coordination Chemistry Reviews,11894.00,7069.07,-4824.93,-40.6
0955-0674,Current Opinion in Cell Biology,4103.00,2438.57,-1664.43,-40.6
1367-5931,Current Opinion in Chemical Biology,3795.00,2255.51,-1539.49,-40.6
0959-440X,Current Opinion in Structural Biology,4286.00,2547.33,-1738.67,-40.6
0012-1606,Developmental Biology,9215.00,5476.84,-3738.16,-40.6
0885-2006,Early Childhood Research Quarterly,1132.00,672.79,-459.21,-40.6
0012-821X,Earth and Planetary Science Letters,9569.00,5687.24,-3881.76,-40.6
0921-8009,Ecological Economics,4325.00,2883.33,-1441.67,-33.3
0165-1765,Economics Letters,5381.00,3198.13,-2182.87,-40.6
0272-7757,Economics of Education Review,2115.00,1257.02,-857.98,-40.6
1747-938X,Educational Research Review,512.00,341.33,-170.67,-33.3
0261-3794,Electoral Studies,2001.00,1189.27,-811.73,-40.6
0301-4215,Energy Policy,5654.00,3769.33,-1884.67,-33.3
1462-9011,Environmental Science & Policy,2013.00,1196.41,-816.59,-40.6
0272-7714,"Estuarine, Coastal and Shelf Science",5877.00,3492.93,-2384.07,-40.6
0176-2680,European Journal of Political Economy,1839.00,1226.00,-613.00,-33.3
0149-7189,Evaluation and Program Planning,2046.00,1216.02,-829.98,-40.6
0014-4827,Experimental Cell Research,8293.00,4928.86,-3364.14,-40.6
0308-8146,Food Chemistry,13213.00,8808.67,-4404.33,-33.3
0016-7037,Geochimica et Cosmochimica Acta,6362.00,3781.19,-2580.81,-40.6
0016-7185,Geoforum,2035.00,1356.67,-678.33,-33.3
0169-555X,Geomorphology,5421.00,3221.91,-2199.09,-40.6
0959-3780,Global Environmental Change,2071.00,1380.67,-690.33,-33.3
0306-4573,Information Processing & Management,3694.00,2195.49,-1498.51,-40.6
0020-1693,Inorganica Chimica Acta,7529.00,4474.78,-3054.22,-40.6
0165-4101,Journal of Accounting and Economics,2861.00,1700.41,-1160.59,-40.6
0887-6185,Journal of Anxiety Disorders,2021.00,1201.16,-819.84,-40.6
0305-4403,Journal of Archaeological Science,3059.00,1818.08,-1240.92,-40.6
2352-409X,Journal of Archaeological Science: Reports,378.00,252.00,-126.00,-33.3
0148-2963,Journal of Business Research,4935.00,2933.07,-2001.93,-40.6
0021-9673,Journal of Chromatography A,19644.00,13096.00,-6548.00,-33.3
0959-6526,Journal of Cleaner Production,3163.00,2108.67,-1054.33,-33.3
0021-9991,Journal of Computational Physics,7356.00,4371.96,-2984.04,-40.6
2212-1447,Journal of Contextual Behavioral Science,469.00,312.67,-156.33,-33.3
0304-3878,Journal of Development Economics,4323.00,2569.33,-1753.67,-40.6
0304-4076,Journal of Econometrics,5772.00,3430.53,-2341.47,-40.6
0022-0531,Journal of Economic Theory,4944.00,2938.42,-2005.58,-40.6
0301-4797,Journal of Environmental Management,3580.00,2127.73,-1452.27,-40.6
0022-1031,Journal of Experimental Social Psychology,2571.00,1528.06,-1042.94,-40.6
0304-405X,Journal of Financial Economics,6011.00,3572.58,-2438.42,-40.6
0305-7488,Journal of Historical Geography,1029.00,611.57,-417.43,-40.6
0376-7388,Journal of Membrane Science,12712.00,8474.67,-4237.33,-33.3
0749-596X,Journal of Memory and Language,2377.00,1412.74,-964.26,-40.6
0022-2836,Journal of Molecular Biology,5204.00,3092.93,-2111.07,-40.6
0022-328X,Journal of Organometallic Chemistry,8081.00,4802.86,-3278.14,-40.6
0095-4470,Journal of Phonetics,1085.00,644.86,-440.14,-40.6
0047-2727,Journal of Public Economics,5338.00,3172.59,-2165.41,-40.6
1440-2440,Journal of Science and Medicine in Sport,832.00,494.49,-337.51,-40.6
0022-5193,Journal of Theoretical Biology,9226.00,484.76,-8741.24,-94.7
0094-1190,Journal of Urban Economics,2554.00,1517.96,-1036.04,-40.6
0950-7051,Knowledge-Based Systems,2779.00,1852.67,-926.33,-33.3
0264-8377,Land Use Policy,2227.00,1323.59,-903.41,-40.6
0169-2046,Landscape and Urban Planning,4384.00,2922.67,-1461.33,-33.3
0959-4752,Learning and Instruction,1607.00,1071.33,-535.67,-33.3
0740-8188,Library & Information Science Research,998.00,593.16,-404.84,-40.6
1874-7787,Marine Genomics,878.00,585.33,-292.67,-33.3
0025-3227,Marine Geology,7318.00,4349.38,-2968.62,-40.6
0025-326X,Marine Pollution Bulletin,3980.00,2365.47,-1614.53,-40.6
1361-8415,Medical Image Analysis,2099.00,1247.52,-851.48,-40.6
1046-2023,Methods,1910.00,1135.19,-774.81,-40.6
0925-2312,Neurocomputing,5604.00,3736.00,-1868.00,-33.3
0028-3932,Neuropsychologia,7321.00,4351.16,-2969.84,-40.6
0149-7634,Neuroscience & Biobehavioral Reviews,5161.00,3067.39,-2093.61,-40.6
0964-5691,Ocean & Coastal Management,3727.00,2215.11,-1511.89,-40.6
0749-5978,Organizational Behavior and Human Decision Processes,3265.00,1940.51,-1324.49,-40.6
0031-0182,"Palaeogeography, Palaeoclimatology, Palaeoecology",9063.00,6042.00,-3021.00,-33.3
0031-3203,Pattern Recognition,6965.00,4643.33,-2321.67,-33.3
0191-8869,Personality and Individual Differences,6454.00,4302.67,-2151.33,-33.3
0304-422X,Poetics,1233.00,732.82,-500.18,-40.6
0962-6298,Political Geography,1941.00,1153.61,-787.39,-40.6
0032-3861,Polymer,16713.00,9933.19,-6779.81,-40.6
0079-6700,Progress in Polymer Science,5694.00,3384.17,-2309.83,-40.6
