ISSN,Title,Published List Price,Final Net Price,Difference,ALP
1352-2310,Atmospheric Environment,"13,730.00 ","8,160.29 ","-5,569.71",-40.6
0166-4328,Behavioural Brain Research,"12,665.00 ","7,527.31 ","-5,137.69",-40.6
1521-6934,Best Practice & Research Clinical Obstetrics & Gynaecology,"1,724.00 ","1,024.64 ",-699.36,-40.6
1521-6942,Best Practice & Research Clinical Rheumatology,"1,049.00 ",623.46 ,-425.54,-40.6
0006-291X,Biochemical and Biophysical Research Communications,"14,921.00 ","8,868.14 ","-6,052.86",-40.6
0006-2952,Biochemical Pharmacology,"12,774.00 ","7,592.09 ","-5,181.91",-40.6
0006-3223,Biological Psychiatry,"4,732.00 ","2,673.33 ","-2,058.67",-43.5
1083-8791,Biology of Blood and Marrow Transplantation,"1,179.00 ",594.34 ,-584.66,-49.6
0142-9612,Biomaterials,"12,497.00 ","7,427.46 ","-5,069.54",-40.6
0968-0896,Bioorganic & Medicinal Chemistry,"6,174.00 ","3,669.46 ","-2,504.54",-40.6
0960-894X,Bioorganic & Medicinal Chemistry Letters,"7,915.00 ","4,704.19 ","-3,210.81",-40.6
0006-3495,Biophysical Journal,"2,332.00 ","3,681.03 ","1,349.03 ",57.8
0268-960X,Blood Reviews,"1,342.00 ",797.61 ,-544.39,-40.6
8756-3282,Bone,"6,569.00 ","3,904.21 ","-2,664.79",-40.6
0387-7604,Brain & Development,"1,379.00 ",819.59 ,-559.41,-40.6
0006-8993,Brain Research,"11,522.00 ","6,847.98 ","-4,674.02",-40.6
0889-1591,"Brain, Behavior, and Immunity","2,231.00 ","1,325.98 ",-905.02,-40.6
0305-4179,Burns,"2,044.00 ","1,214.83 ",-829.17,-40.6
1535-6108,Cancer Cell,"2,034.00 ","1,525.51 ",-508.49,-25.0
0304-3835,Cancer Letters,"11,791.00 ","7,007.86 ","-4,783.14",-40.6
0305-7372,Cancer Treatment Reviews,"1,511.00 ",898.06 ,-612.94,-40.6
0092-8674,Cell,"2,713.00 ","13,133.75 ","10,420.75 ",384.1
2451-9456,Cell Chemical Biology,"2,926.00 ","3,678.56 ",752.56 ,25.7
1931-3128,Cell Host & Microbe,"2,087.00 ","2,118.97 ",31.97 ,1.5
1550-4131,Cell Metabolism,"2,038.00 ","1,525.50 ",-512.50,-25.1
1934-5909,Cell Stem Cell,"2,039.00 ","2,118.97 ",79.97 ,3.9
0045-6535,Chemosphere,"12,295.00 ","7,307.41 ","-4,987.59",-40.6
0145-2134,Child Abuse & Neglect,"3,945.00 ","2,344.67 ","-1,600.33",-40.6
1542-3565,Clinical Gastroenterology and Hepatology,900.00 ,467.16 ,-432.84,-48.1
1521-6616,Clinical Immunology,"3,121.00 ","1,854.93 ","-1,266.07",-40.6
1198-743X,Clinical Microbiology and Infection,"2,011.00 ","1,642.00 ",-369.00,-18.3
0303-8467,Clinical Neurology and Neurosurgery,"1,985.00 ","1,323.33 ",-661.67,-33.3
0261-5614,Clinical Nutrition,"2,181.00 ","1,454.00 ",-727.00,-33.3
0936-6555,Clinical Oncology,"1,472.00 ",981.33 ,-490.67,-33.3
0149-2918,Clinical Therapeutics,"1,586.00 ",942.62 ,-643.38,-40.6
1744-3881,Complementary Therapies in Clinical Practice,935.00 ,555.71 ,-379.29,-40.6
1551-7144,Contemporary Clinical Trials,"1,941.00 ","1,153.61 ",-787.39,-40.6
0010-7824,Contraception,"2,554.00 ","1,442.47 ","-1,111.53",-43.5
1040-8428,Critical Reviews in Oncology/Hematology,"4,460.00 ","2,650.76 ","-1,809.24",-40.6
0960-9822,Current Biology,"2,494.00 ","1,525.50 ",-968.50,-38.8
0952-7915,Current Opinion in Immunology,"3,953.00 ","2,349.42 ","-1,603.58",-40.6
0959-4388,Current Opinion in Neurobiology,"3,891.00 ","2,312.57 ","-1,578.43",-40.6
1471-4892,Current Opinion in Pharmacology,"3,724.00 ","2,213.31 ","-1,510.69",-40.6
1879-6257,Current Opinion in Virology,"2,543.00 ","1,695.33 ",-847.67,-33.3
1877-1297,Currents in Pharmacy Teaching and Learning,"1,064.00 ",568.67 ,-495.33,-46.6
1534-5807,Developmental Cell,"2,285.00 ","1,525.50 ",-759.50,-33.2
0168-8227,Diabetes Research and Clinical Practice,"5,658.00 ","3,362.77 ","-2,295.23",-40.6
0732-8893,Diagnostic Microbiology and Infectious Disease,"4,094.00 ","2,184.20 ","-1,909.80",-46.6
0376-8716,Drug and Alcohol Dependence,"6,810.00 ","4,047.46 ","-2,762.54",-40.6
1359-6446,Drug Discovery Today,"6,756.00 ","4,015.36 ","-2,740.64",-40.6
1471-0153,Eating Behaviors,"1,205.00 ",803.33 ,-401.67,-33.3
0269-7491,Environmental Pollution,"10,355.00 ","6,154.39 ","-4,200.61",-40.6
0013-9351,Environmental Research,"5,079.00 ","3,018.66 ","-2,060.34",-40.6
1525-5050,Epilepsy & Behavior,"2,373.00 ","1,582.00 ",-791.00,-33.3
0920-1211,Epilepsy Research,"5,713.00 ","3,395.46 ","-2,317.54",-40.6
0959-8049,European Journal of Cancer,"6,756.00 ","4,504.00 ","-2,252.00",-33.3
0223-5234,European Journal of Medicinal Chemistry,"3,055.00 ","1,815.71 ","-1,239.29",-40.6
0301-2115,European Journal of Obstetrics & Gynecology and Reproductive Biology,"6,830.00 ","4,059.33 ","-2,770.67",-40.6
0014-2999,European Journal of Pharmacology,"15,679.00 ","9,318.66 ","-6,360.34",-40.6
0748-7983,European Journal of Surgical Oncology,"1,517.00 ",901.62 ,-615.38,-40.6
0302-2838,European Urology,"4,944.00 ","2,938.42 ","-2,005.58",-40.6
0015-0282,Fertility and Sterility,"1,905.00 ",808.31 ,"-1,096.69",-57.6
0891-5849,Free Radical Biology & Medicine,"6,738.00 ","4,004.67 ","-2,733.33",-40.6
0966-6362,Gait & Posture,"2,509.00 ","1,491.19 ","-1,017.81",-40.6
0016-5085,Gastroenterology,"2,239.00 ","1,054.36 ","-1,184.64",-52.9
0016-5107,Gastrointestinal Endoscopy,930.00 ,437.44 ,-492.56,-53.0
0378-1119,Gene,"11,688.00 ","6,946.64 ","-4,741.36",-40.6
0163-8343,General Hospital Psychiatry,"2,392.00 ","1,250.49 ","-1,141.51",-47.7
0197-4572,Geriatric Nursing,649.00 ,284.69 ,-364.31,-56.1
0090-8258,Gynecologic Oncology,"5,783.00 ","3,437.06 ","-2,345.94",-40.6
1353-8292,Health & Place,"1,542.00 ",916.47 ,-625.53,-40.6
0168-8510,Health Policy,"3,923.00 ","2,331.59 ","-1,591.41",-40.6
0378-5955,Hearing Research,"8,182.00 ","4,862.89 ","-3,319.11",-40.6
0147-9563,Heart & Lung,910.00 ,460.02 ,-449.98,-49.4
1547-5271,Heart Rhythm,912.00 ,514.11 ,-397.89,-43.6
0018-506X,Hormones and Behavior,"3,008.00 ","1,787.77 ","-1,220.23",-40.6
1074-7613,Immunity,"2,038.00 ","2,963.73 ",925.73 ,45.4
0020-1383,Injury,"3,073.00 ","1,826.40 ","-1,246.60",-40.6
0167-5273,International Journal of Cardiology,"8,288.00 ","4,925.89 ","-3,362.11",-40.6
1438-4639,International Journal of Hygiene and Environmental Health,"1,562.00 ",928.36 ,-633.64,-40.6
1386-5056,International Journal of Medical Informatics,"5,447.00 ","3,237.37 ","-2,209.63",-40.6
0020-7489,International Journal of Nursing Studies,"3,531.00 ","2,098.61 ","-1,432.39",-40.6
0959-289X,International Journal of Obstetric Anesthesia,"1,096.00 ",651.40 ,-444.60,-40.6
0901-5027,International Journal of Oral and Maxillofacial Surgery,"1,579.00 ",938.46 ,-640.54,-40.6
0165-5876,International Journal of Pediatric Otorhinolaryngology,"6,548.00 ","3,891.73 ","-2,656.27",-40.6
0378-5173,International Journal of Pharmaceutics,"14,142.00 ","8,405.16 ","-5,736.84",-40.6
0360-3016,"International Journal of Radiation Oncology, Biology, Physics","5,375.00 ","2,956.24 ","-2,418.76",-45.0
2213-1779,Jacc: Heart Failure,"1,143.00 ","1,004.00 ",-139.00,-12.2
1054-139X,Journal of Adolescent Health,"1,638.00 ",973.53 ,-664.47,-40.6
0165-0327,Journal of Affective Disorders,"8,592.00 ","5,106.57 ","-3,485.43",-40.6
0091-6749,Journal of Allergy and Clinical Immunology,"1,432.00 ",792.86 ,-639.14,-44.6
0883-5403,Journal of Arthroplasty,"2,232.00 ","1,178.67 ","-1,053.33",-47.2
0005-7916,Journal of Behavior Therapy and Experimental Psychiatry,"1,897.00 ","1,127.47 ",-769.53,-40.6
0021-9290,Journal of Biomechanics,"8,979.00 ","5,336.57 ","-3,642.43",-40.6
1071-9164,Journal of Cardiac Failure,"1,203.00 ",602.66 ,-600.34,-49.9
1053-0770,Journal of Cardiothoracic and Vascular Anesthesia,"1,890.00 ",908.76 ,-981.24,-51.9
0952-8180,Journal of Clinical Anesthesia,"1,980.00 ","1,034.74 ",-945.26,-47.7
0895-4356,Journal of Clinical Epidemiology,"4,522.00 ","2,537.23 ","-1,984.77",-43.9
1386-6532,Journal of Clinical Virology,"3,941.00 ","2,627.33 ","-1,313.67",-33.3
0168-3659,Journal of Controlled Release,"8,103.00 ","4,815.93 ","-3,287.07",-40.6
1010-5182,Journal of Cranio-Maxillofacial Surgery,"1,247.00 ",741.14 ,-505.86,-40.6
0883-9441,Journal of Critical Care,"1,388.00 ",747.33 ,-640.67,-46.2
1569-1993,Journal of Cystic Fibrosis,856.00 ,570.67 ,-285.33,-33.3
0099-1767,Journal of Emergency Nursing,642.00 ,355.42 ,-286.58,-44.6
0099-2399,Journal of Endodontics,909.00 ,433.27 ,-475.73,-52.3
0167-6296,Journal of Health Economics,"3,087.00 ","1,834.73 ","-1,252.27",-40.6
0168-8278,Journal of Hepatology,"2,084.00 ","1,238.61 ",-845.39,-40.6
0195-6701,Journal of Hospital Infection,"2,059.00 ","1,223.74 ",-835.26,-40.6
0022-1694,Journal of Hydrology,"13,320.00 ","7,916.60 ","-5,403.40",-40.6
0022-1759,Journal of Immunological Methods,"6,298.00 ","3,743.16 ","-2,554.84",-40.6
0163-4453,Journal of Infection,"1,848.00 ","1,098.34 ",-749.66,-40.6
1553-4650,Journal of Minimally Invasive Gynecology,672.00 ,399.39 ,-272.61,-40.6
0165-0270,Journal of Neuroscience Methods,"6,099.00 ","3,624.87 ","-2,474.13",-40.6
1499-4046,Journal of Nutrition Education and Behavior,718.00 ,382.16 ,-335.84,-46.8
2211-3649,Journal of Obsessive-Compulsive and Related Disorders,742.00 ,494.67 ,-247.33,-33.3
0278-2391,Journal of Oral and Maxillofacial Surgery,"1,060.00 ",450.51 ,-609.49,-57.5
0885-3924,Journal of Pain and Symptom Management,"2,419.00 ","1,292.69 ","-1,126.31",-46.6
1083-3188,Journal of Pediatric and Adolescent Gynecology,"1,523.00 ",860.61 ,-662.39,-43.5
0891-5245,Journal of Pediatric Health Care,677.00 ,350.07 ,-326.93,-48.3
0882-5963,Journal of Pediatric Nursing,936.00 ,401.77 ,-534.23,-57.1
0022-3468,Journal of Pediatric Surgery,"2,907.00 ","1,484.07 ","-1,422.93",-48.9
1477-5131,Journal of Pediatric Urology,967.00 ,644.67 ,-322.33,-33.3
1089-9472,Journal of PeriAnesthesia Nursing,479.00 ,205.06 ,-273.94,-57.2
0731-7085,Journal of Pharmaceutical and Biomedical Analysis,"7,753.00 ","4,607.91 ","-3,145.09",-40.6
1748-6815,"Journal of Plastic, Reconstructive & Aesthetic Surgery","1,330.00 ",790.47 ,-539.53,-40.6
0022-3913,Journal of Prosthetic Dentistry,"1,376.00 ",698.36 ,-677.64,-49.2
0022-3956,Journal of Psychiatric Research,"5,014.00 ","2,980.01 ","-2,033.99",-40.6
0022-3999,Journal of Psychosomatic Research,"5,790.00 ","3,027.57 ","-2,762.43",-47.7
1058-2746,Journal of Shoulder and Elbow Surgery,865.00 ,480.67 ,-384.33,-44.4
1052-3057,Journal of Stroke & Cerebrovascular Diseases,"1,620.00 ",788.11 ,-831.89,-51.4
0740-5472,Journal of Substance Abuse Treatment,"2,614.00 ","1,380.66 ","-1,233.34",-47.2
0022-4804,Journal of Surgical Research,"5,001.00 ","2,615.11 ","-2,385.89",-47.7
2212-2672,Journal of the Academy of Nutrition and Dietetics,865.00 ,498.66 ,-366.34,-42.4
0890-8567,Journal of the American Academy of Child & Adolescent Psychiatry,"1,470.00 ",799.33 ,-670.67,-45.6
0190-9622,Journal of the American Academy of Dermatology,"1,632.00 ",840.99 ,-791.01,-48.5
0735-1097,Journal of the American College of Cardiology,"2,945.00 ","2,613.33 ",-331.67,-11.3
1546-1440,Journal of the American College of Radiology,691.00 ,426.00 ,-265.00,-38.4
1072-7515,Journal of the American College of Surgeons,"1,075.00 ",372.06 ,-702.94,-65.4
1525-8610,Journal of the American Medical Directors Association,954.00 ,470.12 ,-483.88,-50.7
1544-3191,Journal of the American Pharmacists Association,723.00 ,251.89 ,-471.11,-65.2
0022-510X,Journal of the Neurological Sciences,"8,860.00 ","5,265.86 ","-3,594.14",-40.6
0022-5223,Journal of Thoracic and Cardiovascular Surgery,"1,832.00 ",955.69 ,-876.31,-47.8
1051-0443,Journal of Vascular and Interventional Radiology,"1,027.00 ",590.78 ,-436.22,-42.5
0741-5214,Journal of Vascular Surgery,"1,726.00 ",895.67 ,-830.33,-48.1
0166-0934,Journal of Virological Methods,"7,242.00 ","4,304.20 ","-2,937.80",-40.6
0024-3205,Life Sciences,"11,587.00 ","6,886.61 ","-4,700.39",-40.6
0169-5002,Lung Cancer,"5,605.00 ","3,736.67 ","-1,868.33",-33.3
0730-725X,Magnetic Resonance Imaging,"4,496.00 ","2,379.14 ","-2,116.86",-47.1
0945-053X,Matrix Biology,564.00 ,335.21 ,-228.79,-40.6
0025-6196,Mayo Clinic Proceedings,"1,142.00 ",913.75 ,-228.25,-20.0
0026-0495,Metabolism,"2,628.00 ","1,166.68 ","-1,461.32",-55.6
0266-6138,Midwifery,"1,233.00 ",732.82 ,-500.18,-40.6
1097-2765,Molecular Cell,"2,478.00 ","1,525.50 ",-952.50,-38.4
1096-7192,Molecular Genetics and Metabolism,"2,795.00 ","1,661.17 ","-1,133.83",-40.6
0161-5890,Molecular Immunology,"6,326.00 ","3,759.79 ","-2,566.21",-40.6
1525-0016,Molecular Therapy,"2,801.00 ","3,671.41 ",870.41 ,31.1
0197-4580,Neurobiology of Aging,"6,192.00 ","3,270.06 ","-2,921.94",-47.2
0960-8966,Neuromuscular Disorders,"2,750.00 ","1,634.44 ","-1,115.56",-40.6
0896-6273,Neuron,"2,652.00 ","1,525.50 ","-1,126.50",-42.5
0028-3908,Neuropharmacology,"8,765.00 ","5,209.39 ","-3,555.61",-40.6
0306-4522,Neuroscience,"14,214.00 ","8,447.96 ","-5,766.04",-40.6
0304-3940,Neuroscience Letters,"13,565.00 ","8,062.21 ","-5,502.79",-40.6
0260-6917,Nurse Education Today,"2,104.00 ","1,250.49 ",-853.51,-40.6
0029-6554,Nursing Outlook,717.00 ,325.71 ,-391.29,-54.6
0899-9007,Nutrition,"2,117.00 ","1,160.16 ",-956.84,-45.2
1043-1810,Operative Techniques in Otolaryngology - Head and Neck Surgery,"1,156.00 ",602.00 ,-554.00,-47.9
0161-6420,Ophthalmology,"1,390.00 ",625.84 ,-764.16,-55.0
1368-8375,Oral Oncology,"3,164.00 ","2,109.33 ","-1,054.67",-33.3
2212-4403,"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology","1,538.00 ",794.64 ,-743.36,-48.3
1877-1327,Orthopaedics and Trauma,"1,363.00 ",908.67 ,-454.33,-33.3
1063-4584,Osteoarthritis and Cartilage,"1,759.00 ","1,045.46 ",-713.54,-40.6
1526-0542,Paediatric Respiratory Reviews,749.00 ,445.16 ,-303.84,-40.6
1353-8020,Parkinsonism & Related Disorders,"2,026.00 ","1,350.67 ",-675.33,-33.3
0738-3991,Patient Education and Counseling,"5,235.00 ","3,111.37 ","-2,123.63",-40.6
0887-8994,Pediatric Neurology,"2,154.00 ","1,151.83 ","-1,002.17",-46.5
1043-6618,Pharmacological Research,"2,811.00 ","1,874.00 ",-937.00,-33.3
0163-7258,Pharmacology & Therapeutics,"9,629.00 ","5,722.89 ","-3,906.11",-40.6
0091-3057,Pharmacology Biochemistry and Behavior,"6,727.00 ","3,998.12 ","-2,728.88",-40.6
0031-9384,Physiology & Behavior,"10,303.00 ","6,123.48 ","-4,179.52",-40.6
0091-7435,Preventive Medicine,"2,756.00 ","1,638.00 ","-1,118.00",-40.6
0033-0620,Progress in Cardiovascular Diseases,"1,498.00 ",657.34 ,-840.66,-56.1
0278-5846,Progress in Neuro-Psychopharmacology & Biological Psychiatry,"4,822.00 ","2,865.91 ","-1,956.09",-40.6
0165-1781,Psychiatry Research,"7,309.00 ","4,872.67 ","-2,436.33",-33.3
0306-4530,Psychoneuroendocrinology,"4,726.00 ","2,808.86 ","-1,917.14",-40.6
0033-3506,Public Health,"1,590.00 ",944.99 ,-645.01,-40.6
0167-8140,Radiotherapy & Oncology,"5,422.00 ","3,614.67 ","-1,807.33",-33.3
1750-9467,Research in Autism Spectrum Disorders,829.00 ,552.67 ,-276.33,-33.3
1551-7411,Research in Social and Administrative Pharmacy,702.00 ,315.59 ,-386.41,-55.0
0954-6111,Respiratory Medicine,"2,329.00 ","1,384.21 ",-944.79,-40.6
0920-9964,Schizophrenia Research,"10,125.00 ","6,017.69 ","-4,107.31",-40.6
0048-9697,Science of the Total Environment,"14,812.00 ","8,803.36 ","-6,008.64",-40.6
1059-1311,Seizure: European Journal of Epilepsy,"1,674.00 ",994.93 ,-679.07,-40.6
0049-0172,Seminars in Arthritis and Rheumatism,"1,511.00 ",736.39 ,-774.61,-51.3
1084-9521,Seminars in Cell and Developmental Biology,"1,783.00 ","1,059.71 ",-723.29,-40.6
0749-2081,Seminars in Oncology Nursing,857.00 ,379.19 ,-477.81,-55.8
0146-0005,Seminars in Perinatology,"1,655.00 ",749.46 ,-905.54,-54.7
1389-9457,Sleep Medicine,"1,474.00 ",876.06 ,-597.94,-40.6
0039-6060,Surgery,"1,875.00 ",987.19 ,-887.81,-47.3
1550-7289,Surgery for Obesity and Related Diseases,862.00 ,486.17 ,-375.83,-43.6
0039-6257,Survey of Ophthalmology,"1,162.00 ",426.73 ,-735.27,-63.3
0002-9149,The American Journal of Cardiology,"2,409.00 ",918.26 ,"-1,490.74",-61.9
0002-9297,The American Journal of Human Genetics,"1,948.00 ","2,611.65 ",663.65 ,34.1
0002-9343,The American Journal of Medicine,"2,214.00 ",761.36 ,"-1,452.64",-65.6
0002-9440,The American Journal of Pathology,"1,868.00 ",949.16 ,-918.84,-49.2
0002-9610,The American Journal of Surgery,"2,320.00 ",792.86 ,"-1,527.14",-65.8
0003-4975,The Annals of Thoracic Surgery,"1,754.00 ",902.21 ,-851.79,-48.6
0736-4679,The Journal of Emergency Medicine,"2,886.00 ","1,627.31 ","-1,258.69",-43.6
1067-2516,The Journal of Foot & Ankle Surgery,760.00 ,357.79 ,-402.21,-52.9
0363-5023,The Journal of Hand Surgery,"1,342.00 ",611.57 ,-730.43,-54.4
1053-2498,The Journal of Heart and Lung Transplantation,"1,069.00 ",472.51 ,-596.49,-55.8
0022-3476,The Journal of Pediatrics,"2,521.00 ","1,480.00 ","-1,041.00",-41.3
0002-8177,The Journal of the American Dental Association,358.00 ,828.00 ,470.00 ,131.3
0140-6736,The Lancet,"2,614.00 ","1,553.60 ","-1,060.40",-40.6
2213-8587,The Lancet Diabetes & Endocrinology,"2,189.00 ","3,565.33 ","1,376.33 ",62.9
2468-1253,The Lancet Gastroenterology & Hepatology,"1,946.00 ","2,919.03 ",973.03 ,50.0
1473-3099,The Lancet Infectious Diseases,"2,364.00 ","1,405.02 ",-958.98,-40.6
1470-2045,The Lancet Oncology,"2,748.00 ","1,633.24 ","-1,114.76",-40.6
2215-0366,The Lancet Psychiatry,"2,169.00 ","3,438.00 ","1,269.00 ",58.5
2213-2600,The Lancet Respiratory Medicine,"2,127.00 ","3,919.33 ","1,792.33 ",84.3
1529-9430,The Spine Journal,"1,215.00 ",700.67 ,-514.33,-42.3
0049-3848,Thrombosis Research,"5,503.00 ","3,270.66 ","-2,232.34",-40.6
0041-008X,Toxicology and Applied Pharmacology,"7,168.00 ","4,260.22 ","-2,907.78",-40.6
0041-1345,Transplantation Proceedings,"2,724.00 ","1,235.64 ","-1,488.36",-54.6
1043-2760,Trends in Endocrinology & Metabolism,"3,931.00 ","2,336.34 ","-1,594.66",-40.6
0168-9525,Trends in Genetics,"4,058.00 ","2,411.84 ","-1,646.16",-40.6
1471-4906,Trends in Immunology,"4,080.00 ","2,424.91 ","-1,655.09",-40.6
0966-842X,Trends in Microbiology,"3,919.00 ","2,329.22 ","-1,589.78",-40.6
1471-4914,Trends in Molecular Medicine,"3,995.00 ","2,374.39 ","-1,620.61",-40.6
0166-2236,Trends in Neurosciences,"4,227.00 ","2,512.27 ","-1,714.73",-40.6
0165-6147,Trends in Pharmacological Sciences,"3,999.00 ","2,376.76 ","-1,622.24",-40.6
0301-5629,Ultrasound in Medicine & Biology,"2,716.00 ","1,535.78 ","-1,180.22",-43.5
1078-1439,Urologic Oncology: Seminars and Original Investigations,"1,119.00 ",518.86 ,-600.14,-53.6
0090-4295,Urology,"2,269.00 ",964.61 ,"-1,304.39",-57.5
0264-410X,Vaccine,"8,712.00 ","5,177.89 ","-3,534.11",-40.6
1098-3015,Value in Health,"1,220.00 ",813.33 ,-406.67,-33.3
0042-6822,Virology,"9,090.00 ","5,402.56 ","-3,687.44",-40.6
0168-1702,Virus Research,"7,930.00 ","5,286.67 ","-2,643.33",-33.3
0043-1354,Water Research,"11,369.00 ","6,757.06 ","-4,611.94",-40.6
1049-3867,Women's Health Issues,625.00 ,371.47 ,-253.53,-40.6
1878-8750,World Neurosurgery,"3,176.00 ","1,683.76 ","-1,492.24",-47.0
0306-4603,Addictive Behaviors,"3,758.00 ","2,233.53 ","-1,524.47",-40.6
0167-8809,"Agriculture, Ecosystems & Environment","5,991.00 ","3,994.00 ","-1,997.00",-33.3
0003-2670,Analytica Chimica Acta,"16,105.00 ","10,736.67 ","-5,368.33",-33.3
0003-2697,Analytical Biochemistry,"8,943.00 ","5,315.19 ","-3,627.81",-40.6
0003-3472,Animal Behaviour,"1,995.00 ","1,185.71 ",-809.29,-40.6
0005-7894,Behavior Therapy,660.00 ,392.27 ,-267.73,-40.6
0005-7967,Behaviour Research and Therapy,"3,916.00 ","2,327.43 ","-1,588.57",-40.6
0005-2736,Biochimica et Biophysica Acta: Biomembranes,"8,093.00 ","5,395.33 ","-2,697.67",-33.3
0167-4889,Biochimica et Biophysica Acta: Molecular Cell Research,"6,044.00 ","4,029.33 ","-2,014.67",-33.3
0006-3207,Biological Conservation,"6,952.00 ","4,131.86 ","-2,820.14",-40.6
1049-9644,Biological Control,"1,795.00 ","1,196.67 ",-598.33,-33.3
0301-0511,Biological Psychology,"3,677.00 ","2,185.39 ","-1,491.61",-40.6
0956-5663,Biosensors and Bioelectronics,"5,647.00 ","3,356.24 ","-2,290.76",-40.6
1740-1445,Body Image,972.00 ,577.69 ,-394.31,-40.6
0009-2541,Chemical Geology,"9,200.00 ","5,467.92 ","-3,732.08",-40.6
0190-7409,Children and Youth Services Review,"3,255.00 ","1,934.57 ","-1,320.43",-40.6
0272-7358,Clinical Psychology Review,"3,430.00 ","2,038.58 ","-1,391.42",-40.6
0010-0277,Cognition,"3,868.00 ","2,298.91 ","-1,569.09",-40.6
1077-7229,Cognitive and Behavioral Practice,479.00 ,284.69 ,-194.31,-40.6
0360-1315,Computers & Education,"4,298.00 ","2,554.47 ","-1,743.53",-40.6
0747-5632,Computers in Human Behavior,"3,660.00 ","2,175.29 ","-1,484.71",-40.6
0361-476X,Contemporary Educational Psychology,"1,597.00 ","1,064.67 ",-532.33,-33.3
0010-8545,Coordination Chemistry Reviews,"11,894.00 ","7,069.07 ","-4,824.93",-40.6
0955-0674,Current Opinion in Cell Biology,"4,103.00 ","2,438.57 ","-1,664.43",-40.6
1367-5931,Current Opinion in Chemical Biology,"3,795.00 ","2,255.51 ","-1,539.49",-40.6
0959-440X,Current Opinion in Structural Biology,"4,286.00 ","2,547.33 ","-1,738.67",-40.6
0012-1606,Developmental Biology,"9,215.00 ","5,476.84 ","-3,738.16",-40.6
0885-2006,Early Childhood Research Quarterly,"1,132.00 ",672.79 ,-459.21,-40.6
0012-821X,Earth and Planetary Science Letters,"9,569.00 ","5,687.24 ","-3,881.76",-40.6
0921-8009,Ecological Economics,"4,325.00 ","2,883.33 ","-1,441.67",-33.3
0165-1765,Economics Letters,"5,381.00 ","3,198.13 ","-2,182.87",-40.6
0272-7757,Economics of Education Review,"2,115.00 ","1,257.02 ",-857.98,-40.6
1747-938X,Educational Research Review,512.00 ,341.33 ,-170.67,-33.3
0261-3794,Electoral Studies,"2,001.00 ","1,189.27 ",-811.73,-40.6
0301-4215,Energy Policy,"5,654.00 ","3,769.33 ","-1,884.67",-33.3
1462-9011,Environmental Science & Policy,"2,013.00 ","1,196.41 ",-816.59,-40.6
0272-7714,"Estuarine, Coastal and Shelf Science","5,877.00 ","3,492.93 ","-2,384.07",-40.6
