ISSN,Title,Published List Price,Final Net Price,Difference,ALP
0955-0674,Current Opinion in Cell Biology,4103.00,3508.07,-594.94,14.5
1367-5931,Current Opinion in Chemical Biology,3795.00,3244.73,-550.28,14.5
2214-7993,Current Opinion in Food Science,2547.00,2177.69,-369.32,14.5
0959-437X,Current Opinion in Genetics & Development,3858.00,3298.59,-559.41,14.5
2214-5745,Current Opinion in Insect Science,3323.00,2841.17,-481.84,14.5
1369-5274,Current Opinion in Microbiology,3919.00,3350.75,-568.26,14.5
0959-4388,Current Opinion in Neurobiology,3891.00,3326.81,-564.20,14.5
1369-5266,Current Opinion in Plant Biology,3982.00,3404.61,-577.39,14.5
1359-0286,Current Opinion in Solid State & Materials Science,3082.00,2635.11,-446.89,14.5
0959-440X,Current Opinion in Structural Biology,4286.00,3664.53,-621.47,14.5
0167-9236,Decision Support Systems,2927.00,2502.59,-424.42,14.5
0011-9164,Desalination,11912.00,10184.76,"-1,727.24",14.5
0012-1606,Developmental Biology,9215.00,7878.83,"-1,336.18",14.5
0143-7208,Dyes and Pigments,6216.00,5314.68,-901.32,14.5
0885-2006,Early Childhood Research Quarterly,1132.00,967.86,-164.14,14.5
0012-821X,Earth and Planetary Science Letters,9569.00,8181.50,"-1,387.51",14.5
0921-8009,Ecological Economics,4325.00,3697.88,-627.13,14.5
0925-8574,Ecological Engineering,2632.00,2250.36,-381.64,14.5
1470-160X,Ecological Indicators,1423.00,1216.67,-206.34,14.5
0304-3800,Ecological Modelling,8014.00,6851.97,"-1,162.03",14.5
0165-1765,Economics Letters,5381.00,4600.76,-780.25,14.5
0272-7757,Economics of Education Review,2115.00,1808.33,-306.68,14.5
0378-7796,Electric Power Systems Research,6551.00,5601.11,-949.90,14.5
0013-4686,Electrochimica Acta,12464.00,10656.72,"-1,807.28",14.5
0360-5442,Energy,6385.00,5459.18,-925.83,14.5
0378-7788,Energy and Buildings,4661.00,3985.16,-675.85,14.5
0196-8904,Energy Conversion and Management,9447.00,8077.19,"-1,369.82",14.5
0140-9883,Energy Economics,2651.00,2266.61,-384.40,14.5
0301-4215,Energy Policy,5654.00,4834.17,-819.83,14.5
0013-7944,Engineering Fracture Mechanics,9711.00,8302.91,"-1,408.10",14.5
0141-0296,Engineering Structures,5853.00,5004.32,-848.69,14.5
0098-8472,Environmental and Experimental Botany,2543.00,2174.27,-368.74,14.5
1364-8152,Environmental Modelling & Software,2999.00,2564.15,-434.86,14.5
0269-7491,Environmental Pollution,10355.00,8853.53,"-1,501.48",14.5
0013-9351,Environmental Research,5079.00,4342.55,-736.46,14.5
1462-9011,Environmental Science & Policy,2013.00,1721.12,-291.89,14.5
1161-0301,European Journal of Agronomy,2024.00,1730.52,-293.48,14.5
0377-2217,European Journal of Operational Research,9749.00,8335.40,"-1,413.61",14.5
0939-6411,European Journal of Pharmaceutics and Biopharmaceutics,2490.00,2128.95,-361.05,14.5
0014-3057,European Polymer Journal,8931.00,7636.01,"-1,295.00",14.5
0531-5565,Experimental Gerontology,4380.00,3744.90,-635.10,14.5
0957-4174,Expert Systems with Applications,7195.00,6151.73,"-1,043.28",14.5
0378-4290,Field Crops Research,5486.00,4690.53,-795.47,14.5
0165-7836,Fisheries Research,5053.00,4320.32,-732.69,14.5
0278-6915,Food and Chemical Toxicology,7079.00,6052.55,"-1,026.46",14.5
0308-8146,Food Chemistry,13213.00,11297.12,"-1,915.89",14.5
0956-7135,Food Control,3257.00,2784.74,-472.27,14.5
0268-005X,Food Hydrocolloids,2558.00,2187.09,-370.91,14.5
0740-0020,Food Microbiology,2177.00,1861.34,-315.67,14.5
0306-9192,Food Policy,2509.00,2145.20,-363.81,14.5
0950-3293,Food Quality and Preference,2587.00,2211.89,-375.12,14.5
0963-9969,Food Research International,4166.00,3561.93,-604.07,14.5
0379-0738,Forensic Science International,6748.00,5769.54,-978.46,14.5
0378-1127,Forest Ecology and Management,9637.00,8239.64,"-1,397.37",14.5
0891-5849,Free Radical Biology & Medicine,6738.00,5760.99,-977.01,14.5
0016-2361,Fuel,7673.00,6560.42,"-1,112.59",14.5
0966-6362,Gait & Posture,2509.00,2145.20,-363.81,14.5
0016-5085,Gastroenterology,2239.00,1516.77,-722.23,32.3
0378-1119,Gene,11688.00,9993.24,"-1,694.76",14.5
0016-6480,General and Comparative Endocrinology,5753.00,4918.82,-834.19,14.5
0016-7037,Geochimica et Cosmochimica Acta,6362.00,5439.51,-922.49,14.5
0016-7061,Geoderma,6319.00,5402.75,-916.26,14.5
0016-7185,Geoforum,2035.00,1739.93,-295.08,14.5
0959-3780,Global Environmental Change,2071.00,1770.71,-300.30,14.5
0018-506X,Hormones and Behavior,3008.00,2571.84,-436.16,14.5
0926-6690,Industrial Crops and Products,2803.00,2396.57,-406.44,14.5
0019-8501,Industrial Marketing Management,2624.00,2243.52,-380.48,14.5
1567-1348,"Infection, Genetics and Evolution",1373.00,1173.92,-199.09,14.5
0020-0255,Information Sciences,9535.00,8152.43,"-1,382.58",14.5
1466-8564,Innovative Food Science and Emerging Technologies,1459.00,1247.45,-211.56,14.5
0965-1748,Insect Biochemistry and Molecular Biology,4851.00,4147.61,-703.40,14.5
1467-0895,International Journal of Accounting Information Systems,992.00,848.16,-143.84,14.5
0143-7496,International Journal of Adhesion and Adhesives,2691.00,2300.81,-390.20,14.5
0141-8130,International Journal of Biological Macromolecules,4901.00,4190.36,-710.65,14.5
0142-0615,International Journal of Electrical Power & Energy Systems,4537.00,3879.14,-657.87,14.5
0142-1123,International Journal of Fatigue,4058.00,3469.59,-588.41,14.5
0168-1605,International Journal of Food Microbiology,8611.00,7362.41,"-1,248.60",14.5
0017-9310,International Journal of Heat and Mass Transfer,13558.00,11592.09,"-1,965.91",14.5
0278-4319,International Journal of Hospitality Management,2040.00,1744.20,-295.80,14.5
0360-3199,International Journal of Hydrogen Energy,5637.00,4819.64,-817.37,14.5
0734-743X,International Journal of Impact Engineering,7168.00,6128.64,"-1,039.36",14.5
0268-4012,International Journal of Information Management,2096.00,1792.08,-303.92,14.5
0301-9322,International Journal of Multiphase Flow,5741.00,4908.56,-832.45,14.5
0378-5173,International Journal of Pharmaceutics,14142.00,12091.41,"-2,050.59",14.5
0749-6419,International Journal of Plasticity,5608.00,4794.84,-813.16,14.5
0925-5273,International Journal of Production Economics,5824.00,4979.52,-844.48,14.5
0263-7863,International Journal of Project Management,2731.00,2335.01,-396.00,14.5
0140-7007,International Journal of Refrigeration,2834.00,2423.07,-410.93,14.5
0167-8116,International Journal of Research in Marketing,1636.00,1398.78,-237.22,14.5
0020-7683,International Journal of Solids and Structures,13443.00,11493.77,"-1,949.24",14.5
1290-0729,International Journal of Thermal Sciences,2942.00,2515.41,-426.59,14.5
0924-2716,ISPRS Journal of Photogrammetry and Remote Sensing,1250.00,1068.75,-181.25,14.5
0165-4101,Journal of Accounting and Economics,2861.00,2446.16,-414.85,14.5
1054-139X,Journal of Adolescent Health,1638.00,1400.49,-237.51,14.5
0165-0327,Journal of Affective Disorders,8592.00,7346.16,"-1,245.84",14.5
0925-8388,Journal of Alloys and Compounds,17983.00,15375.47,"-2,607.54",14.5
0165-2370,Journal of Analytical and Applied Pyrolysis,6043.00,5166.77,-876.24,14.5
2211-3681,Journal of Applied Research in Memory and Cognition,618.00,528.39,-89.61,14.5
0378-4266,Journal of Banking & Finance,6139.00,5248.85,-890.16,14.5
0021-9290,Journal of Biomechanics,8979.00,7677.05,"-1,301.96",14.5
0168-1656,Journal of Biotechnology,9012.00,7705.26,"-1,306.74",14.5
0148-2963,Journal of Business Research,4935.00,4219.43,-715.58,14.5
0883-9026,Journal of Business Venturing,2242.00,1916.91,-325.09,14.5
0021-9517,Journal of Catalysis,9759.00,8343.95,"-1,415.06",14.5
0021-9673,Journal of Chromatography A,19644.00,16795.62,"-2,848.38",14.5
0959-6526,Journal of Cleaner Production,3163.00,2704.37,-458.64,14.5
0021-9797,Journal of Colloid and Interface Science,10823.00,9253.67,"-1,569.34",14.5
0021-9975,Journal of Comparative Pathology,1739.00,1486.85,-252.16,14.5
0021-9991,Journal of Computational Physics,7356.00,6289.38,"-1,066.62",14.5
0168-3659,Journal of Controlled Release,8103.00,6928.07,"-1,174.94",14.5
0929-1199,Journal of Corporate Finance,1367.00,1168.79,-198.22,14.5
0047-2352,Journal of Criminal Justice,2544.00,2175.12,-368.88,14.5
0022-0248,Journal of Crystal Growth,9916.00,8478.18,"-1,437.82",14.5
0304-4076,Journal of Econometrics,5772.00,4935.06,-836.94,14.5
0167-2681,Journal of Economic Behavior & Organization,5237.00,4477.64,-759.37,14.5
0165-1889,Journal of Economic Dynamics and Control,3831.00,3275.51,-555.50,14.5
0167-4870,Journal of Economic Psychology,1607.00,1373.99,-233.02,14.5
1572-6657,Journal of Electroanalytical Chemistry,7553.00,6457.82,"-1,095.19",14.5
1475-1585,Journal of English for Academic Purposes,1376.00,1176.48,-199.52,14.5
0095-0696,Journal of Environmental Economics and Management,2338.00,1998.99,-339.01,14.5
0301-4797,Journal of Environmental Management,3580.00,3060.90,-519.10,14.5
0272-4944,Journal of Environmental Psychology,1051.00,898.61,-152.40,14.5
0737-0806,Journal of Equine Veterinary Science,1165.00,779.76,-385.24,33.1
1557-5063,Journal of Exotic Pet Medicine,893.00,602.78,-290.23,32.5
0022-1031,Journal of Experimental Social Psychology,2571.00,2198.21,-372.80,14.5
0304-405X,Journal of Financial Economics,6011.00,5139.41,-871.60,14.5
0889-9746,Journal of Fluids and Structures,2376.00,2031.48,-344.52,14.5
0260-8774,Journal of Food Engineering,8073.00,6902.42,"-1,170.59",14.5
0304-3894,Journal of Hazardous Materials,10103.00,8638.07,"-1,464.94",14.5
0167-6296,Journal of Health Economics,3087.00,2639.39,-447.62,14.5
0047-2484,Journal of Human Evolution,3364.00,2876.22,-487.78,14.5
0022-1694,Journal of Hydrology,13320.00,11388.60,"-1,931.40",14.5
0022-1759,Journal of Immunological Methods,6298.00,5384.79,-913.21,14.5
1226-086X,Journal of Industrial and Engineering Chemistry,799.00,683.15,-115.86,14.5
0022-1910,Journal of Insect Physiology,5270.00,4505.85,-764.15,14.5
0022-2011,Journal of Invertebrate Pathology,2978.00,2546.19,-431.81,14.5
1090-7807,Journal of Magnetic Resonance,7061.00,6037.16,"-1,023.85",14.5
0304-8853,Journal of Magnetism and Magnetic Materials,11535.00,9862.43,"-1,672.58",14.5
1526-6125,Journal of Manufacturing Processes,757.00,647.24,-109.77,14.5
0924-0136,Journal of Materials Processing Technology,7304.00,6244.92,"-1,059.08",14.5
0376-7388,Journal of Membrane Science,12712.00,10868.76,"-1,843.24",14.5
0167-7012,Journal of Microbiological Methods,5756.00,4921.38,-834.62,14.5
0022-2836,Journal of Molecular Biology,5204.00,4449.42,-754.58,14.5
0167-7322,Journal of Molecular Liquids,6406.00,5477.13,-928.87,14.5
0304-3932,Journal of Monetary Economics,3956.00,3382.38,-573.62,14.5
0165-0270,Journal of Neuroscience Methods,6099.00,5214.65,-884.36,14.5
0022-3093,Journal of Non-Crystalline Solids,9066.00,7751.43,"-1,314.57",14.5
0022-3115,Journal of Nuclear Materials,10884.00,9305.82,"-1,578.18",14.5
1499-4046,Journal of Nutrition Education and Behavior,718.00,543.78,-174.22,24.3
0022-328X,Journal of Organometallic Chemistry,8081.00,6909.26,"-1,171.75",14.5
0920-4105,Journal of Petroleum Science and Engineering,4562.00,3900.51,-661.49,14.5
0731-7085,Journal of Pharmaceutical and Biomedical Analysis,7753.00,6628.82,"-1,124.19",14.5
0022-3697,Journal of Physics and Chemistry of Solids,4554.00,3893.67,-660.33,14.5
0176-1617,Journal of Plant Physiology,5503.00,4705.07,-797.94,14.5
0378-7753,Journal of Power Sources,11728.00,10027.44,"-1,700.56",14.5
1874-3919,Journal of Proteomics,5548.00,4743.54,-804.46,14.5
0047-2727,Journal of Public Economics,5338.00,4563.99,-774.01,14.5
0022-4359,Journal of Retailing,776.00,663.48,-112.52,14.5
0969-6989,Journal of Retailing and Consumer Services,1942.00,1660.41,-281.59,14.5
0743-0167,Journal of Rural Studies,1982.00,1694.61,-287.39,14.5
1440-2440,Journal of Science and Medicine in Sport,832.00,711.36,-120.64,14.5
0022-4596,Journal of Solid State Chemistry,10017.00,8564.54,"-1,452.47",14.5
0022-460X,Journal of Sound and Vibration,15377.00,13147.34,"-2,229.67",14.5
0378-3758,Journal of Statistical Planning and Inference,3259.00,2786.45,-472.56,14.5
2212-2672,Journal of the Academy of Nutrition and Dietetics,865.00,717.35,-147.66,17.1
0955-2219,Journal of the European Ceramic Society,7128.00,6094.44,"-1,033.56",14.5
1751-6161,Journal of the Mechanical Behavior of Biomedical Materials,2252.00,1925.46,-326.54,14.5
0022-5096,Journal of the Mechanics and Physics of Solids,7969.00,6813.50,"-1,155.51",14.5
0022-5193,Journal of Theoretical Biology,9226.00,7888.23,"-1,337.77",14.5
0306-4565,Journal of Thermal Biology,2947.00,2519.69,-427.32,14.5
0966-6923,Journal of Transport Geography,1418.00,1212.39,-205.61,14.5
1558-7878,Journal of Veterinary Behavior,624.00,483.08,-140.93,22.6
1760-2734,Journal of Veterinary Cardiology,594.00,507.87,-86.13,14.5
0166-0934,Journal of Virological Methods,7242.00,6191.91,"-1,050.09",14.5
0001-8791,Journal of Vocational Behavior,2494.00,2132.37,-361.63,14.5
0167-6105,Journal of Wind Engineering and Industrial Aerodynamics,6362.00,5439.51,-922.49,14.5
0950-7051,Knowledge-Based Systems,2779.00,2376.05,-402.96,14.5
0264-8377,Land Use Policy,2227.00,1904.09,-322.92,14.5
0169-2046,Landscape and Urban Planning,4384.00,3748.32,-635.68,14.5
1041-6080,Learning and Individual Differences,1026.00,877.23,-148.77,14.5
0024-3795,Linear Algebra and its Applications,7098.00,6068.79,"-1,029.21",14.5
1871-1413,Livestock Science,4754.00,4064.67,-689.33,14.5
0023-6438,LWT,1722.00,1472.31,-249.69,14.5
0304-4203,Marine Chemistry,4514.00,3859.47,-654.53,14.5
0025-326X,Marine Pollution Bulletin,3980.00,3402.90,-577.10,14.5
0167-577X,Materials Letters,7863.00,6722.87,"-1,140.14",14.5
0025-5408,Materials Research Bulletin,6067.00,5187.29,-879.72,14.5
0921-5093,Materials Science and Engineering: A,14475.00,12376.13,"-2,098.88",14.5
1369-7021,Materials Today,951.00,813.11,-137.90,14.5
0263-2241,Measurement,3264.00,2790.72,-473.28,14.5
0309-1740,Meat Science,6392.00,5465.16,-926.84,14.5
0888-3270,Mechanical Systems and Signal Processing,3062.00,2618.01,-443.99,14.5
1096-7176,Metabolic Engineering,1032.00,882.36,-149.64,14.5
1046-2023,Methods,1910.00,1633.05,-276.95,14.5
0167-9317,Microelectronic Engineering,6154.00,5261.67,-892.33,14.5
1387-1811,Microporous and Mesoporous Materials,7531.00,6439.01,"-1,092.00",14.5
0166-6851,Molecular and Biochemical Parasitology,4388.00,3751.74,-636.26,14.5
1055-7903,Molecular Phylogenetics and Evolution,2168.00,1853.64,-314.36,14.5
1674-2052,Molecular Plant,1927.00,1647.59,-279.42,14.5
2211-2855,Nano Energy,2265.00,1936.58,-328.43,14.5
0963-8695,NDT & E International,2105.00,1799.78,-305.23,14.5
0197-4580,Neurobiology of Aging,6192.00,4704.21,"-1,487.79",24.0
0925-2312,Neurocomputing,5604.00,4791.42,-812.58,14.5
0306-4522,Neuroscience,14214.00,12152.97,"-2,061.03",14.5
0149-7634,Neuroscience & Biobehavioral Reviews,5161.00,4412.66,-748.35,14.5
0304-3940,Neuroscience Letters,13565.00,11598.08,"-1,966.93",14.5
0161-813X,NeuroToxicology,1177.00,1006.34,-170.67,14.5
0168-9002,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",11217.00,9590.54,"-1,626.47",14.5
0375-9474,Nuclear Physics A,5254.00,4492.17,-761.83,14.5
0899-9007,Nutrition,2117.00,1668.96,-448.04,21.2
0029-8018,Ocean Engineering,6341.00,5421.56,-919.45,14.5
0030-4018,Optics Communications,9716.00,8307.18,"-1,408.82",14.5
0749-5978,Organizational Behavior and Human Decision Processes,3265.00,2791.58,-473.43,14.5
0031-0182,"Palaeogeography, Palaeoclimatology, Palaeoecology",9063.00,7748.87,"-1,314.14",14.5
0191-8869,Personality and Individual Differences,6454.00,5518.17,-935.83,14.5
0378-4371,Physica A: Statistical Mechanics and its Applications,8275.00,7075.13,"-1,199.88",14.5
0921-4526,Physica B: Condensed Matter,6620.00,5660.10,-959.90,14.5
0921-4534,Physica C: Superconductivity and its Applications,5240.00,4480.20,-759.80,14.5
0370-1573,Physics Reports,10572.00,9039.06,"-1,532.94",14.5
0031-9384,Physiology & Behavior,10303.00,8809.07,"-1,493.94",14.5
0031-9422,Phytochemistry,10671.00,9123.71,"-1,547.30",14.5
0981-9428,Plant Physiology and Biochemistry,2168.00,1853.64,-314.36,14.5
0168-9452,Plant Science,9495.00,8118.23,"-1,376.78",14.5
0277-5387,Polyhedron,12389.00,10592.60,"-1,796.41",14.5
0032-3861,Polymer,16713.00,14289.62,"-2,423.39",14.5
0141-3910,Polymer Degradation and Stability,9419.00,8053.25,"-1,365.76",14.5
0032-5910,Powder Technology,8970.00,7669.35,"-1,300.65",14.5
0091-7435,Preventive Medicine,2756.00,2356.38,-399.62,14.5
0167-5877,Preventive Veterinary Medicine,5077.00,4340.84,-736.17,14.5
1540-7489,Proceedings of the Combustion Institute,1418.00,1212.39,-205.61,14.5
0300-9440,Progress in Organic Coatings,5058.00,4324.59,-733.41,14.5
0079-6700,Progress in Polymer Science,5694.00,4868.37,-825.63,14.5
0165-1781,Psychiatry Research,7309.00,6249.20,"-1,059.81",14.5
1469-0292,Psychology of Sport and Exercise,1286.00,1099.53,-186.47,14.5
0306-4530,Psycho�neuro�endocrinology,4726.00,4040.73,-685.27,14.5
0273-2300,Regulatory Toxicology and Pharmacology,2266.00,1937.43,-328.57,14.5
0951-8320,Reliability Engineering & System Safety,8612.00,7363.26,"-1,248.74",14.5
0034-4257,Remote Sensing of Environment,7032.00,6012.36,"-1,019.64",14.5
1364-0321,Renewable & Sustainable Energy Reviews,3774.00,3226.77,-547.23,14.5
0960-1481,Renewable Energy,5778.00,4940.19,-837.81,14.5
0890-6238,Reproductive Toxicology,3391.00,2899.31,-491.70,14.5
0034-5288,Research in Veterinary Science,1536.00,1313.28,-222.72,14.5
0048-7333,Research Policy,4952.00,4233.96,-718.04,14.5
0921-3449,"Resources, Conservation and Recycling",4250.00,3633.75,-616.25,14.5
0925-7535,Safety Science,2936.00,2510.28,-425.72,14.5
0048-9697,Science of the Total Environment,14812.00,12664.26,"-2,147.74",14.5
0304-4238,Scientia Horticulturae,4619.00,3949.25,-669.76,14.5
1359-6462,Scripta Materialia,3033.00,2593.22,-439.79,14.5
1084-9521,Seminars in Cell and Developmental Biology,1783.00,1524.47,-258.54,14.5
0924-4247,Sensors and Actuators A: Physical,9471.00,8097.71,"-1,373.30",14.5
0925-4005,Sensors and Actuators B: Chemical,11665.00,9973.58,"-1,691.43",14.5
1383-5866,Separation and Purification Technology,4844.00,4141.62,-702.38,14.5
0921-4488,Small Ruminant Research,4296.00,3673.08,-622.92,14.5
0277-9536,Social Science & Medicine,10913.00,9330.62,"-1,582.39",14.5
0049-089X,Social Science Research,1584.00,1354.32,-229.68,14.5
0167-1987,Soil & Tillage Research,5002.00,4276.71,-725.29,14.5
0038-0717,Soil Biology and Biochemistry,6530.00,5583.15,-946.85,14.5
0038-092X,Solar Energy,4671.00,3993.71,-677.30,14.5
0927-0248,Solar Energy Materials and Solar Cells,6351.00,5430.11,-920.90,14.5
0038-1098,Solid State Communications,4974.00,4252.77,-721.23,14.5
0167-2738,Solid State Ionics,10503.00,8980.07,"-1,522.94",14.5
0926-2040,Solid State Nuclear Magnetic Resonance,1990.00,1701.45,-288.55,14.5
1386-1425,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,9171.00,7841.21,"-1,329.80",14.5
0167-7152,Statistics & Probability Letters,3808.00,3255.84,-552.16,14.5
0257-8972,Surface and Coatings Technology,15123.00,12930.17,"-2,192.84",14.5
0039-6028,Surface Science,5896.00,5041.08,-854.92,14.5
2210-6502,Swarm and Evolutionary Computation,1185.00,1013.18,-171.83,14.5
0379-6779,Synthetic Metals,10100.00,8635.50,"-1,464.50",14.5
0346-251X,System,1474.00,1260.27,-213.73,14.5
0039-9140,Talanta,9186.00,7854.03,"-1,331.97",14.5
0742-051X,Teaching and Teacher Education,3050.00,2607.75,-442.25,14.5
0736-5853,Telematics and Informatics,2389.00,2042.60,-346.41,14.5
0040-4020,Tetrahedron,14115.00,12068.33,"-2,046.68",14.5
0040-4039,Tetrahedron Letters,21621.00,18485.96,"-3,135.05",14.5
0002-9440,The American Journal of Pathology,1868.00,1365.44,-502.57,26.9
